"RBD","AÑO","ALTA","DERIVADO","RESUELTO","FEMENINO","MASCULINO","REGION"
"3515","2016","7","","2","4","5","7"
"3538","2016","69","","47","63","53","7"
"3541","2016","7","","","2","5","7"
"3544","2016","13","","","7","6","7"
"3545","2016","61","","","33","28","7"
"3546","2016","52","","18","39","31","7"
"3548","2016","11","","","7","4","7"
"3549","2016","16","","","8","8","7"
"3551","2016","49","","","25","24","7"
"3554","2016","19","","","8","11","7"
"3555","2016","18","","","11","7","7"
"3573","2016","7","","2","3","6","7"
"3588","2016","11","","","5","6","7"
"3602","2016","15","","","10","5","7"
"3604","2016","2","","","2","","7"
"3609","2016","170","","16","88","98","7"
"3610","2016","131","","43","91","83","7"
"3612","2016","9","","3","2","10","7"
"3619","2016","146","","3","75","74","7"
"3621","2016","130","","7","80","57","7"
"3622","2016","57","","1","26","32","7"
"3623","2016","2","","","1","1","7"
"3624","2016","5","","1","3","3","7"
"3625","2016","10","","4","7","7","7"
"3626","2016","","","2","","2","7"
"3629","2016","1","","","","1","7"
"3636","2016","4","","","2","2","7"
"3657","2016","167","","3","90","80","8"
"3658","2016","58","","","22","36","8"
"3670","2016","55","","","20","35","8"
"3671","2016","97","","","52","45","8"
"3687","2016","6","","","1","5","8"
"3719","2016","234","","2","111","125","8"
"3740","2016","20","","2","12","10","8"
"3743","2016","16","","2","11","7","8"
"3744","2016","25","","2","8","19","8"
"3745","2016","3","","","1","2","8"
"3749","2016","1","","","1","","8"
"3758","2016","1","","","1","","8"
"3760","2016","42","","3","17","28","8"
"3762","2016","73","","9","39","43","8"
"3766","2016","6","","3","5","4","8"
"3781","2016","32","","6","19","19","8"
"3782","2016","1","","","1","","8"
"3783","2016","16","","2","7","11","8"
"3784","2016","23","","2","13","12","8"
"3785","2016","18","","4","7","15","8"
"3786","2016","11","","","6","5","8"
"3823","2016","89","","9","50","48","8"
"3828","2016","5","","2","3","4","8"
"3829","2016","5","","","3","2","8"
"3831","2016","55","2","4","27","34","8"
"3832","2016","8","","2","3","7","8"
"3833","2016","30","","5","19","16","8"
"3835","2016","179","2","4","93","92","8"
"3837","2016","20","","1","9","12","8"
"3838","2016","29","","1","19","11","8"
"3839","2016","103","","21","59","65","8"
"3840","2016","52","","1","22","31","8"
"3841","2016","56","","4","25","35","8"
"3842","2016","80","","17","50","47","8"
"3843","2016","77","","","46","31","8"
"3846","2016","5","","","2","3","8"
"3852","2016","11","","","5","6","8"
"3855","2016","84","1","1","34","52","8"
"3856","2016","67","2","8","41","36","8"
"3857","2016","13","","","8","5","8"
"3859","2016","7","","","3","4","8"
"3867","2016","50","","","26","24","8"
"3872","2016","1","","1","","2","8"
"3874","2016","6","","2","4","4","8"
"3876","2016","","","1","1","","8"
"3877","2016","3","","2","1","4","8"
"3882","2016","1","","","1","","8"
"3883","2016","3","","3","5","1","8"
"3884","2016","1","","6","3","4","8"
"3885","2016","91","","9","52","48","8"
"3886","2016","65","","10","32","43","8"
"3890","2016","42","","2","25","19","8"
"3894","2016","5","","","1","4","8"
"3898","2016","10","","","4","6","8"
"3903","2016","24","","2","14","12","8"
"3907","2016","197","","27","132","92","8"
"3910","2016","337","","39","204","172","8"
"3912","2016","42","","1","25","18","8"
"3913","2016","83","","8","52","39","8"
"3914","2016","27","","","10","17","8"
"3916","2016","33","","","15","18","8"
"3917","2016","1","","","","1","8"
"3918","2016","24","","3","14","13","8"
"3920","2016","7","","4","9","2","8"
"3921","2016","8","","","5","3","8"
"3922","2016","32","","3","21","14","8"
"3924","2016","2","","","2","","8"
"3926","2016","4","","","1","3","8"
"3927","2016","8","","1","1","8","8"
"3930","2016","8","","2","2","8","8"
"3931","2016","1","","","1","","8"
"3932","2016","3","","","2","1","8"
"3934","2016","6","","","4","2","8"
"3935","2016","48","","4","33","19","8"
"3937","2016","7","","","2","5","8"
"3944","2016","1","","","","1","8"
"3948","2016","","","4","","4","8"
"3952","2016","","","1","","1","8"
"3957","2016","7","","3","2","8","8"
"3960","2016","77","","37","60","54","8"
"3967","2016","70","","","36","34","8"
"3972","2016","76","","6","54","28","8"
"4022","2016","10","","1","6","5","8"
"4071","2016","147","","7","87","67","8"
"4074","2016","1","","","","1","8"
"4079","2016","1","","","","1","8"
"4087","2016","1","","","1","","8"
"4088","2016","1","","","1","","8"
"4089","2016","1","","1","","2","8"
"4103","2016","130","","4","67","67","8"
"4104","2016","90","","14","59","45","8"
"4112","2016","7","","","2","5","8"
"4125","2016","26","","","18","8","8"
"4130","2016","11","","","6","5","8"
"4134","2016","30","","","12","18","8"
"4141","2016","33","","","21","12","8"
"4142","2016","15","","7","11","11","8"
"4146","2016","22","","","11","11","8"
"4158","2016","11","","","5","6","8"
"4171","2016","153","","7","73","87","8"
"4183","2016","36","","1","23","14","8"
"4185","2016","205","","7","112","100","8"
"4186","2016","110","","18","57","71","8"
"4189","2016","49","","7","23","33","8"
"4195","2016","65","","1","36","30","8"
"4197","2016","47","","1","27","21","8"
"4201","2016","82","","2","45","39","8"
"4205","2016","102","","4","54","52","8"
"4290","2016","34","","","14","20","8"
"4292","2016","129","","2","74","57","8"
"4297","2016","9","","","2","7","8"
"4304","2016","3","","","1","2","8"
"4310","2016","204","","","91","113","8"
"4311","2016","28","","","19","9","8"
"4312","2016","87","","","41","46","8"
"4314","2016","1","","","","1","8"
"4316","2016","4","","","2","2","8"
"4317","2016","6","","","2","4","8"
"4320","2016","1","","","","1","8"
"4324","2016","162","","37","109","90","8"
"4327","2016","11","","1","7","5","8"
"4328","2016","2","","","1","1","8"
"4330","2016","9","","","4","5","8"
"4331","2016","174","","11","89","96","8"
"4333","2016","161","","2","84","79","8"
"4334","2016","80","","3","32","51","8"
"4335","2016","2","","1","2","1","8"
"4337","2016","1","","","","1","8"
"4338","2016","9","","2","6","5","8"
"4339","2016","4","","","","4","8"
"4340","2016","2","","1","1","2","8"
"4342","2016","7","","1","6","2","8"
"4345","2016","2","","2","2","2","8"
"4347","2016","4","","1","1","4","8"
"4348","2016","12","","","5","7","8"
"4352","2016","206","","57","137","126","8"
"4354","2016","17","","3","14","6","8"
"4355","2016","60","","1","25","36","8"
"4356","2016","75","","24","49","50","8"
"4359","2016","59","","8","32","35","8"
"4374","2016","29","","9","19","19","8"
"4375","2016","17","","","6","11","8"
"4379","2016","26","","5","15","16","8"
"4405","2016","74","","9","43","40","8"
"4406","2016","128","","6","77","57","8"
"4407","2016","24","","1","16","9","8"
"4409","2016","34","","1","15","20","8"
"4410","2016","36","","1","22","15","8"
"4446","2016","59","","","30","29","8"
"4447","2016","25","","","13","12","8"
"4448","2016","48","","1","27","22","8"
"4449","2016","20","","","9","11","8"
"4452","2016","230","","37","143","124","8"
"4453","2016","46","","3","31","18","8"
"4454","2016","75","","13","47","41","8"
"4455","2016","133","","13","81","65","8"
"4481","2016","25","","5","15","15","8"
"4482","2016","337","1","27","179","186","8"
"4483","2016","1","","","1","","8"
"4500","2016","105","","5","51","59","8"
"4502","2016","1","","","","1","8"
"4503","2016","14","","1","9","6","8"
"4509","2016","121","","19","70","70","8"
"4512","2016","60","","12","34","38","8"
"4513","2016","69","","8","42","35","8"
"4514","2016","32","","4","14","22","8"
"4517","2016","4","","","3","1","8"
"4563","2016","64","1","13","39","39","8"
"4564","2016","147","1","25","81","92","8"
"4572","2016","136","2","4","60","82","8"
"4591","2016","36","","","21","15","8"
"4712","2016","114","1","2","51","66","8"
"4713","2016","107","","28","47","88","8"
"4714","2016","21","","2","22","1","8"
"4717","2016","2","","","","2","8"
"4719","2016","39","","8","29","18","8"
"4722","2016","51","1","4","32","24","8"
"4725","2016","123","","3","60","66","8"
"4726","2016","28","","","15","13","8"
"4727","2016","13","","","5","8","8"
"4728","2016","62","","1","24","39","8"
"4730","2016","19","","1","7","13","8"
"4731","2016","3","","1","4","","8"
"4732","2016","88","","4","43","49","8"
"4733","2016","40","","2","40","2","8"
"4737","2016","55","","4","26","33","8"
"4742","2016","16","","","4","12","8"
"4747","2016","71","","","25","46","8"
"4750","2016","30","","","12","18","8"
"4806","2016","168","","26","82","112","8"
"4808","2016","120","","25","70","75","8"
"4809","2016","28","","5","18","15","8"
"4822","2016","147","","","76","71","8"
"4839","2016","60","","","29","31","8"
"4844","2016","10","","","4","6","8"
"4848","2016","54","","","28","26","8"
"4852","2016","28","","","12","16","8"
"4855","2016","20","","","11","9","8"
"4860","2016","28","","","15","13","8"
"4861","2016","4","","","2","2","8"
"4869","2016","290","","75","177","188","8"
"4871","2016","89","","7","55","41","8"
"4873","2016","119","","24","77","66","8"
"4875","2016","5","","","2","3","8"
"4877","2016","2","","","1","1","8"
"4879","2016","17","","1","6","12","8"
"4882","2016","7","","","5","2","8"
"4886","2016","5","","","1","4","8"
"4887","2016","5","","","3","2","8"
"4889","2016","4","","","2","2","8"
"4890","2016","40","","13","24","29","8"
"4926","2016","83","","5","43","45","8"
"4984","2016","90","1","12","49","54","8"
"4990","2016","68","","29","56","41","8"
"5049","2016","31","","1","14","18","8"
"5050","2016","31","","","10","21","8"
"5051","2016","21","","","12","9","8"
"5052","2016","6","","","1","5","8"
"5054","2016","19","","","6","13","8"
"5055","2016","17","","","9","8","8"
"5057","2016","1","","","1","","8"
"5073","2016","10","","","7","3","8"
"5074","2016","4","","","1","3","8"
"5085","2016","584","","44","311","317","8"
"5086","2016","18","","1","8","11","8"
"5087","2016","111","","5","54","62","8"
"5088","2016","401","","35","204","232","8"
"5090","2016","59","","1","33","27","8"
"5091","2016","52","","3","23","32","8"
"5093","2016","146","","25","97","74","8"
"5100","2016","1","","","1","","8"
"5101","2016","63","","2","27","38","8"
"5103","2016","1","","","","1","8"
"5109","2016","136","","8","65","79","8"
"5110","2016","59","","3","35","27","8"
"5112","2016","51","","","25","26","8"
"5113","2016","88","","2","47","43","8"
"5116","2016","16","","","7","9","8"
"5119","2016","15","","","10","5","8"
"5121","2016","41","","","19","22","8"
"5123","2016","","","4","","4","8"
"5127","2016","7","","8","","15","8"
"5128","2016","173","","82","255","","8"
"5129","2016","3","","1","2","2","8"
"5130","2016","2","","1","1","2","8"
"5131","2016","2","","","1","1","8"
"5134","2016","","","7","","7","8"
"5154","2016","149","","","69","80","8"
"5159","2016","3","","","2","1","8"
"5162","2016","3","","","","3","8"
"5165","2016","5","","","","5","8"
"5166","2016","39","","","18","21","8"
"5167","2016","1","","","1","","8"
"5168","2016","4","","","3","1","8"
"5169","2016","5","","","1","4","8"
"5170","2016","3","","","2","1","8"
"5172","2016","","","1","1","","8"
"5174","2016","3","","","2","1","8"
"5175","2016","3","","","1","2","8"
"5181","2016","20","","","11","9","8"
"5188","2016","20","","","10","10","8"
"5189","2016","35","","","16","19","8"
"5192","2016","45","","","20","25","8"
"5193","2016","61","","1","29","33","8"
"5194","2016","136","","32","85","83","8"
"5196","2016","9","","","8","1","8"
"5197","2016","21","","","10","11","8"
"5202","2016","65","","11","36","40","8"
"5205","2016","","","6","3","3","8"
"5207","2016","1","","","","1","8"
"5283","2016","17","","","8","9","9"
"5288","2016","63","","4","36","31","9"
"5289","2016","113","","5","66","52","9"
"5292","2016","59","1","15","37","38","9"
"5297","2016","1","","2","1","2","9"
"5309","2016","4","","4","4","4","9"
"5344","2016","83","","5","39","49","9"
"5345","2016","24","","","13","11","9"
"5346","2016","2","","","1","1","9"
"5347","2016","76","","1","36","41","9"
"5353","2016","14","1","4","7","12","9"
"5363","2016","26","","4","15","15","9"
"5374","2016","43","","","22","21","9"
"5375","2016","25","","","14","11","9"
"5378","2016","22","","","9","13","9"
"5382","2016","10","","","4","6","9"
"5385","2016","13","","","7","6","9"
"5386","2016","23","","","10","13","9"
"5395","2016","108","","56","91","73","9"
"5398","2016","125","2","70","103","94","9"
"5434","2016","151","","101","147","105","9"
"5441","2016","75","","3","38","40","9"
"5442","2016","146","","24","90","80","9"
"5446","2016","18","","1","5","14","9"
"5470","2016","160","","4","82","82","9"
"5471","2016","89","","24","47","66","9"
"5472","2016","40","","","17","23","9"
"5508","2016","227","1","32","147","113","9"
"5509","2016","10","","7","8","9","9"
"5510","2016","101","","29","67","63","9"
"5513","2016","2","","1","3","","9"
"5525","2016","17","","7","12","12","9"
"5539","2016","65","","","37","28","9"
"5550","2016","16","","","9","7","9"
"5597","2016","241","","25","123","143","9"
"5599","2016","63","","4","32","35","9"
"5606","2016","184","1","31","122","94","9"
"5623","2016","12","","","7","5","9"
"5625","2016","35","","","20","15","9"
"5629","2016","4","","","3","1","9"
"5630","2016","14","","","6","8","9"
"5631","2016","41","","4","19","26","9"
"5633","2016","9","","2","4","7","9"
"5634","2016","30","","","11","19","9"
"5640","2016","31","","","16","15","9"
"5644","2016","1","","","","1","9"
"5645","2016","65","","","37","28","9"
"5647","2016","29","","1","21","9","9"
"5686","2016","52","","10","27","35","9"
"5714","2016","117","","22","61","78","9"
"5739","2016","4","","","3","1","9"
"5751","2016","15","","","7","8","9"
"5759","2016","5","","1","2","4","9"
"5760","2016","11","","","7","4","9"
"5765","2016","19","","","9","10","9"
"5773","2016","4","","","3","1","9"
"5785","2016","1","","","1","","9"
"5804","2016","4","","","4","","9"
